KM/Year,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,AutoType,MetColorType,Ratio,,
804.8780488,11000,41,33000,Petrol,110,1,1,1600,5,1075,Auto,Metcolor,,,
829.2682927,11950,41,34000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
915.4390244,13950,41,37533,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
961.9268293,11895,41,39439,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor,,,
967.2926829,12500,41,39659,Petrol,110,1,0,1600,3,1045,Manual,Metcolor,,,
1104.560976,11950,41,45287,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1154.878049,11480,41,47350,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1240.390244,13500,41,50856,Petrol,110,0,0,1600,4,1030,Manual,NonMetcolor,,,
1261.756098,11950,41,51732,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1487.804878,11900,41,61000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1492.682927,12900,41,61200,Petrol,110,1,0,1600,3,1045,Manual,Metcolor,,,
1846.268293,10950,41,75697,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1978.195122,13250,41,81106,Diesel,69,1,0,1900,5,1140,Manual,Metcolor,,,
2056.390244,11450,41,84312,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor,,,
3010.365854,13250,41,123425,Diesel,69,1,0,1900,5,1140,Manual,Metcolor,,,
646.2142857,9950,42,27141,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
705.7142857,14950,42,29640,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor,,,
718.8095238,11950,42,30190,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
800.547619,10950,42,33623,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
880.952381,9900,42,37000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
906.6190476,11750,42,38078,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
920.5952381,12450,42,38665,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
926.952381,13500,42,38932,Petrol,110,1,0,1600,3,1040,Manual,Metcolor,,,
1013.333333,13950,42,42560,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
1270.238095,12900,42,53350,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1279.02381,14950,42,53719,Petrol,110,1,1,1600,5,1105,Auto,Metcolor,,,
1319.047619,11750,42,55400,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1332.571429,11950,42,55968,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1459.52381,11950,42,61300,Petrol,97,1,0,1400,3,1030,Manual,Metcolor,,,
1537.238095,12450,42,64564,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
2195.333333,10500,42,92204,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
2516.642857,9950,42,105699,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
232.5581395,13500,43,10000,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
571,12750,43,24553,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
586.6976744,14950,43,25228,Petrol,110,1,0,1600,3,1045,Manual,Metcolor,,,
634.9069767,12950,43,27301,Petrol,110,1,0,1600,3,1040,Manual,Metcolor,,,
714.9302326,12750,43,30742,Petrol,110,1,0,1600,3,1040,Manual,Metcolor,,,
770.0697674,11695,43,33113,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
873.8604651,9950,43,37576,Petrol,97,0,0,1400,3,1030,Manual,NonMetcolor,,,
922.0930233,13950,43,39650,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor,,,
1014.697674,12950,43,43632,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1081.744186,12750,43,46515,Petrol,97,0,0,1400,5,1025,Manual,NonMetcolor,,,
1116.27907,13500,43,48000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1250.534884,11750,43,53773,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1269.767442,10850,43,54600,Petrol,110,0,0,1600,4,1030,Manual,NonMetcolor,,,
1291.604651,13500,43,55539,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
1355.27907,11950,43,58277,Petrol,110,1,0,1600,3,1045,Manual,Metcolor,,,
1727.55814,11950,43,74285,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1977.139535,10950,43,85017,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor,,,
2092.27907,12950,43,89968,Diesel,69,1,0,1900,5,1140,Manual,Metcolor,,,
5651.162791,6950,43,243000,Diesel,69,0,0,1900,3,1110,Manual,NonMetcolor,,,
477.8863636,13250,44,21027,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
675.3636364,11950,44,29716,Petrol,110,1,1,1600,3,1070,Auto,Metcolor,,,
819.6818182,11250,44,36066,Petrol,110,1,0,1600,3,1040,Manual,Metcolor,,,
840.9090909,11950,44,37000,Petrol,110,0,0,1600,4,1075,Manual,NonMetcolor,,,
849.75,12950,44,37389,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
874.1136364,13995,44,38461,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
886.3636364,9950,44,39000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
898.0909091,13950,44,39516,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
1004.954545,11895,44,44218,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
1121.181818,12495,44,49332,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
1181.818182,11950,44,52000,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
1183.727273,11750,44,52084,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1340.909091,13950,44,59000,Petrol,110,0,1,1600,5,1110,Auto,NonMetcolor,,,
1375,10950,44,60500,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1442.068182,11925,44,63451,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
1685.727273,12450,44,74172,Petrol,110,1,0,1600,5,1615,Manual,Metcolor,,,
1701.045455,10950,44,74846,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
2039.931818,11500,44,89757,Petrol,110,1,0,1600,3,1045,Manual,Metcolor,,,
2200.659091,11495,44,96829,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
2500,11900,44,110000,Diesel,69,1,0,1900,5,1095,Manual,Metcolor,,,
2983.477273,4750,44,131273,Diesel,69,1,0,1800,5,1110,Manual,Metcolor,,,
3598.181818,4350,44,158320,Diesel,69,0,0,1800,5,1110,Manual,NonMetcolor,,,
800,12950,45,36000,Petrol,110,1,1,1600,3,1070,Auto,Metcolor,,,
1939.422222,9950,45,87274,Petrol,110,1,0,1600,3,1040,Manual,Metcolor,,,
3866.666667,8900,45,174000,Diesel,69,1,0,1900,5,1095,Manual,Metcolor,,,
669.6956522,10450,46,30806,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
717.8478261,11900,46,33021,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
739.1304348,11500,46,34000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1167.391304,10900,46,53700,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
1487.26087,9950,46,68414,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
1512.478261,10750,46,69574,Petrol,97,0,0,1400,5,1065,Manual,NonMetcolor,,,
1635.847826,11450,46,75249,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
112.9574468,11250,47,5309,Petrol,110,1,1,1600,3,1070,Auto,Metcolor,,,
557.893617,9950,47,26221,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
827.6595745,8950,47,38900,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
851.0638298,11000,47,40000,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor,,,
858.7446809,11950,47,40361,Petrol,110,1,0,1600,5,1090,Manual,Metcolor,,,
975.5319149,10950,47,45850,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor,,,
987.0425532,10950,47,46391,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1223.404255,11950,47,57500,Petrol,110,1,0,1600,4,1105,Manual,Metcolor,,,
1284,10950,47,60348,Petrol,110,0,0,1600,4,1030,Manual,NonMetcolor,,,
1468.085106,8750,47,69000,Diesel,69,1,0,1900,5,1140,Manual,Metcolor,,,
1561.765957,11750,47,73403,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
2177.702128,11900,47,102352,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
2498.510638,12450,47,117430,Diesel,90,1,0,2000,3,1165,Manual,Metcolor,,,
312.5,10450,48,15000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
561.2083333,10950,48,26938,Petrol,110,1,0,1600,3,1040,Manual,Metcolor,,,
597,9950,48,28656,Petrol,97,0,0,1400,3,1085,Manual,NonMetcolor,,,
732.125,11710,48,35142,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor,,,
750.1041667,10750,48,36005,Petrol,97,1,0,1400,5,1065,Manual,Metcolor,,,
898.3333333,12500,48,43120,Petrol,97,1,0,1400,3,1030,Manual,Metcolor,,,
1001.479167,9950,48,48071,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
1029.520833,11450,48,49417,Petrol,110,1,0,1600,3,1045,Manual,Metcolor,,,
1061.8125,10495,48,50967,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
1180.729167,9475,48,56675,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1312.5,11500,48,63000,Diesel,69,1,0,1900,5,1140,Manual,Metcolor,,,
1337.354167,10450,48,64193,Petrol,110,1,0,1600,3,1040,Manual,Metcolor,,,
1563.4375,11750,48,75045,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
1637.5,9750,48,78600,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1855.1875,11500,48,89049,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
2043.75,8950,48,98100,Diesel,69,1,0,1900,5,1140,Manual,Metcolor,,,
2494.625,9000,48,119742,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
2931.25,7750,48,140700,Diesel,69,1,0,1900,5,1110,Manual,Metcolor,,,
653.0408163,11930,49,31999,Petrol,97,0,0,1400,3,1030,Manual,NonMetcolor,,,
712.0408163,9980,49,34890,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
734.6938776,13000,49,36000,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor,,,
833.3877551,11950,49,40836,Petrol,110,0,1,1600,3,1075,Auto,NonMetcolor,,,
849.7142857,12950,49,41636,Petrol,110,1,0,1600,5,1105,Manual,Metcolor,,,
851.2244898,10450,49,41710,Petrol,110,0,0,1600,3,1040,Manual,NonMetcolor,,,
1011.591837,18950,49,49568,Petrol,110,1,0,1600,3,1105,Manual,Metcolor,,,
1084,10950,49,53116,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1399.285714,8750,49,68565,Petrol,110,1,0,1600,4,1030,Manual,Metcolor,,,
1421.612245,11950,49,69659,Petrol,86,0,0,1300,3,1025,Manual,NonMetcolor,,,
1493.367347,11450,49,73175,Petrol,97,1,0,1400,3,1030,Manual,Metcolor,,,
1520.285714,8900,49,74494,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1523.591837,10995,49,74656,Diesel,69,0,0,1900,3,1105,Manual,NonMetcolor,,,
1584.653061,12500,49,77648,Petrol,110,0,0,1600,4,1030,Manual,NonMetcolor,,,
1634.489796,10750,49,80090,Petrol,97,1,0,1400,3,1030,Manual,Metcolor,,,
1639.183673,11290,49,80320,Petrol,110,1,1,1600,3,1070,Auto,Metcolor,,,
1759.612245,11450,49,86221,Petrol,110,0,0,1600,3,1045,Manual,NonMetcolor,,,
1864.081633,10500,49,91340,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
1991.836735,10900,49,97600,Petrol,110,1,0,1600,3,1045,Manual,Metcolor,,,
2201.204082,10950,49,107859,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor,,,
2680.897959,9950,49,131364,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
204.2,12950,50,10210,Petrol,97,0,0,1400,5,1065,Manual,NonMetcolor,,,
352.38,10450,50,17619,Petrol,110,0,0,1600,4,1030,Manual,NonMetcolor,,,
450,10800,50,22500,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
452.96,10950,50,22648,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
593.72,12950,50,29686,Petrol,110,1,1,1600,3,1075,Auto,Metcolor,,,
794.12,13500,50,39706,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
808,11250,50,40400,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
825.46,10995,50,41273,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor,,,
918,12950,50,45900,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
920,10900,50,46000,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
944.38,11950,50,47219,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
1008,11450,50,50400,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor,,,
1089.3,10500,50,54465,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1233.44,10750,50,61672,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1245.6,10500,50,62280,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
1309.42,10900,50,65471,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
1408.8,8695,50,70440,Diesel,69,1,0,1900,3,1105,Manual,Metcolor,,,
1444.84,11950,50,72242,Petrol,110,0,1,1600,3,1070,Auto,NonMetcolor,,,
1472.68,10500,50,73634,Petrol,110,0,0,1587,5,1075,Manual,NonMetcolor,,,
1496.98,10950,50,74849,Petrol,110,1,1,1600,4,1060,Auto,Metcolor,,,
1523.34,10750,50,76167,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
1654.7,10950,50,82735,Petrol,97,1,0,1400,3,1030,Manual,Metcolor,,,
1656.1,12200,50,82805,Petrol,110,1,0,1600,3,1040,Manual,Metcolor,,,
1662.12,12950,50,83106,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1671.34,10500,50,83567,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1997.3,7900,50,99865,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
2040.6,9950,50,102030,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
2522.2,9950,50,126110,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor,,,
334.6862745,10600,51,17069,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
683.9607843,12250,51,34882,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
753,12950,51,38403,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor,,,
970.0588235,11450,51,49473,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor,,,
980.3921569,11950,51,50000,Petrol,86,1,0,1300,5,1045,Manual,Metcolor,,,
1044.470588,13950,51,53268,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
1047.215686,11900,51,53408,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
1130.294118,9700,51,57645,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor,,,
1152.176471,11750,51,58761,Petrol,97,0,0,1300,5,1060,Manual,NonMetcolor,,,
1156.862745,9799,51,59000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1885,9950,51,96135,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor,,,
1922.352941,11950,51,98040,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor,,,
2019.960784,10950,51,103018,Diesel,69,0,0,1900,5,1140,Manual,NonMetcolor,,,
2877.176471,9900,51,146736,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
3885.627451,6400,51,198167,Diesel,69,0,0,1900,4,1095,Manual,NonMetcolor,,,
567.3076923,12900,52,29500,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
596.1538462,8950,52,31000,Petrol,97,0,0,1398,3,1025,Manual,NonMetcolor,,,
607.2884615,10500,52,31579,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
688.9038462,11500,52,35823,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
692.3076923,10950,52,36000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
801.9230769,10750,52,41700,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
885.1730769,10500,52,46029,Petrol,110,1,0,1600,4,1030,Manual,Metcolor,,,
893.25,11750,52,46449,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
917.0961538,11895,52,47689,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
950.6153846,10250,52,49432,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1030.019231,11700,52,53561,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
943.1590909,12950,44,41499,CNG,110,1,0,1600,5,1103,Manual,Metcolor,,,
1126.846154,11250,52,58596,Petrol,110,1,0,1600,3,1045,Manual,Metcolor,,,
1253.269231,9950,52,65170,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1279.365385,13950,52,66527,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
1403.846154,12000,52,73000,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor,,,
1711.538462,9750,52,89000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1910.057692,10950,52,99323,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
2015.480769,9450,52,104805,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
2601.115385,8250,52,135258,Diesel,69,1,0,1900,5,1140,Manual,Metcolor,,,
502.3396226,10950,53,26624,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor,,,
895.3018868,12950,53,47451,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
942.8113208,9650,53,49969,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1047.169811,11950,53,55500,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1084.433962,9900,53,57475,Petrol,110,0,0,1600,3,1040,Manual,NonMetcolor,,,
1093.358491,9950,53,57948,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1142.603774,9940,53,60558,Petrol,110,1,0,1600,4,1105,Manual,Metcolor,,,
1200.660377,9930,53,63635,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1325.264151,10990,53,70239,Petrol,110,0,0,1600,3,1040,Manual,NonMetcolor,,,
1358.490566,9850,53,72000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1505.660377,10895,53,79800,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1699.943396,9250,53,90097,Diesel,69,1,0,1900,5,1140,Manual,Metcolor,,,
1701.886792,8950,53,90200,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
2171.943396,8950,53,115113,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
2224.773585,9950,53,117913,Diesel,69,1,0,1900,5,1110,Manual,Metcolor,,,
2707.792453,10250,53,143513,Diesel,69,0,0,1900,5,1140,Manual,NonMetcolor,,,
3320.754717,7000,53,176000,Diesel,69,0,0,1900,3,1105,Manual,NonMetcolor,,,
4075.471698,6500,53,216000,Diesel,69,0,0,1900,3,1110,Manual,NonMetcolor,,,
685.1851852,10900,54,37000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
722.2222222,10750,54,39000,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
727.6111111,10950,54,39291,Petrol,110,1,0,1600,3,1040,Manual,Metcolor,,,
746.7592593,13750,54,40325,Petrol,86,0,0,1300,5,1045,Manual,NonMetcolor,,,
856.1111111,12450,54,46230,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
867.7037037,9550,54,46856,Petrol,97,0,0,1400,5,1060,Manual,NonMetcolor,,,
884.5925926,10850,54,47768,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor,,,
886.1481481,10250,54,47852,Petrol,110,1,0,1600,4,1030,Manual,Metcolor,,,
895.7407407,13750,54,48370,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
914.1851852,9950,54,49366,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
925.9259259,9400,54,50000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1034.759259,11500,54,55877,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1083.888889,11750,54,58530,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1087.87037,11950,54,58745,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1115.537037,10750,54,60239,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1129.62963,8950,54,61000,Diesel,69,0,0,2000,5,1140,Manual,NonMetcolor,,,
1157.759259,9500,54,62519,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
1166.425926,11450,54,62987,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor,,,
1168.944444,11950,54,63123,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1169.166667,10500,54,63135,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1181.333333,10250,54,63792,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1185.185185,8950,54,64000,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1223.388889,11250,54,66063,Petrol,110,1,0,1600,5,1090,Manual,Metcolor,,,
1319.925926,10950,54,71276,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor,,,
1328.240741,10950,54,71725,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1393.166667,11950,54,75231,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
1430.925926,11950,54,77270,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1516.759259,10950,54,81905,Petrol,110,1,0,1600,5,1105,Manual,Metcolor,,,
1566.62963,12500,54,84598,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1779.62963,10950,54,96100,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
1876.888889,11950,54,101352,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor,,,
1915.814815,9950,54,103454,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
2130.481481,10500,54,115046,Diesel,69,1,0,1900,5,1140,Manual,Metcolor,,,
2139.962963,10750,54,115558,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
2562.851852,9450,54,138394,Diesel,69,1,0,1900,4,1095,Manual,Metcolor,,,
2765.351852,8950,54,149329,Diesel,72,1,0,2000,5,1135,Manual,Metcolor,,,
2035.660714,5150,56,113997,Diesel,72,1,0,2000,5,1135,Manual,Metcolor,2.884,,
500,9950,55,27500,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
539.0909091,9950,55,29650,Petrol,86,0,0,1300,3,1025,Manual,NonMetcolor,,,
553.8363636,10500,55,30461,Petrol,86,1,0,1300,5,1050,Manual,Metcolor,,,
604.1818182,11500,55,33230,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
661.9272727,10995,55,36406,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
809.7636364,9950,55,44537,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
948.0181818,11950,55,52141,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
948.1636364,10750,55,52149,Petrol,97,1,0,1400,3,1085,Manual,Metcolor,,,
998.1818182,11500,55,54900,Petrol,97,1,0,1400,5,1060,Manual,Metcolor,,,
1031.690909,9990,55,56743,Petrol,110,0,0,1600,3,1045,Manual,NonMetcolor,,,
1061.4,10950,55,58377,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1145.454545,11500,55,63000,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
1245.818182,11450,55,68520,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,,,
1269.327273,9500,55,69813,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1358.454545,11950,55,74715,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
1414.181818,10250,55,77780,Petrol,110,0,0,1600,3,1040,Manual,NonMetcolor,,,
1711.309091,8950,55,94122,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1716.381818,8950,55,94401,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor,,,
1767.890909,9950,55,97234,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor,,,
2130.454545,10500,55,117175,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
2746.675676,4400,74,203254,Diesel,72,1,0,2000,3,1135,Manual,Metcolor,3.256,,
344.875,10500,56,19313,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
553.5714286,8950,56,31000,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
607.1071429,11950,56,33998,Petrol,110,0,0,1600,5,1080,Manual,NonMetcolor,,,
629.1071429,10950,56,35230,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
668.9464286,9750,56,37461,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
780.3571429,10750,56,43700,Petrol,86,1,0,1300,3,1025,Manual,Metcolor,,,
809.5714286,12500,56,45336,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
830.3571429,10950,56,46500,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor,,,
843.0535714,10750,56,47211,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
870.1964286,10500,56,48731,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
928.5714286,10000,56,52000,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
936.5714286,10500,56,52448,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
1038.25,11250,56,58142,Petrol,110,1,0,1600,5,1080,Manual,Metcolor,,,
1089.285714,12000,56,61000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1120.553571,9900,56,62751,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1160.714286,11950,56,65000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1167.857143,9750,56,65400,Petrol,97,1,0,1400,3,1025,Manual,Metcolor,,,
1192.446429,11950,56,66777,Petrol,110,0,0,1600,5,1090,Manual,NonMetcolor,,,
1330.357143,11450,56,74500,Petrol,97,0,0,1400,3,1025,Manual,NonMetcolor,,,
2609.447761,5751,67,174833,Diesel,72,0,0,2000,4,1100,Manual,NonMetcolor,3.85317,,
2306.339286,4450,56,129155,Diesel,69,0,0,1800,5,1110,Manual,NonMetcolor,,,
491.2280702,10000,57,28000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
549.245614,9900,57,31307,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
588.3333333,10900,57,33535,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
614.0350877,10900,57,35000,Petrol,86,1,0,1300,5,1045,Manual,Metcolor,,,
705.5087719,10950,57,40214,Petrol,86,0,0,1300,3,1025,Manual,NonMetcolor,,,
